title,price,description,image_link
Hyundai Grandeur,$ 11 990,"2012 г., автомат, седан, газ, руль слева, 192 000 км",https://im.mashina.kg/tachka/images//0/f/6/0f663e02a40438d9b8c4649d36a356a6_240x180.jpg
Mercedes-Benz E-класс,$ 15 000,"2011 г., 3.5 л., автомат, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//2/7/2/272f804caff7f26dff36577a966c17dc_240x180.jpg
Mercedes-Benz S-класс,$ 82 000,"2017 г., 3 л., автомат, седан, бензин, руль слева, 40 000 км",https://im.mashina.kg/tachka/images//7/9/1/7918a3cbba954f04a3a94707ec2111f3_240x180.jpg
Honda Jazz,$ 6 500,"2003 г., 1.3 л., механика, хэтчбек 5 дв., бензин, руль слева, 108 000 км",https://im.mashina.kg/tachka/images//1/2/9/1290bd167a40f0d7bea7f78c7a32be2f_240x180.jpg
Toyota Vellfire,$ 17 500,"2009 г., 3.5 л., автомат, минивэн, бензин, руль справа, 140 000 км",https://im.mashina.kg/tachka/images//5/2/5/5254e94fd366a434eafc17e3c844b876_240x180.jpg
Nissan Primera,$ 1 461,"1998 г., 2 л., механика, универсал, бензин, руль слева",https://im.mashina.kg/tachka/images//e/c/a/ecaba431331f769fc64ff706a38173e9_240x180.jpg
BMW X5,$ 10 000,"2003 г., 3 л., автомат, внедорожник 5 дв., дизель, руль слева, 120 000 км",https://im.mashina.kg/tachka/images//3/a/8/3a80aed0c60c3cc9fce66417f2c4da0e_240x180.jpg
BMW 5 Серия,$ 7 912,"2001 г., 3 л., автомат, седан, бензин, руль слева, 300 000 км",https://im.mashina.kg/tachka/images//6/6/8/668b60f580b5a0d34b91f440644df9ae_240x180.jpg
Daewoo Matiz,$ 5 356,"2008 г., 0.8 л., автомат, хэтчбек 5 дв., бензин, руль слева, 136 000 км",https://im.mashina.kg/tachka/images//2/6/5/265a6635e6de7486a6b5b64e5237fad0_240x180.jpg
Toyota RAV4,$ 25 000,"2017 г., 2.5 л., автомат, внедорожник 5 дв., бензин, руль слева, 170 000 км",https://im.mashina.kg/tachka/images//c/6/0/c600bd3bbf7de46155f25a0819035013_240x180.jpg
Audi Q5,$ 55 000,"2019 г., робот, внедорожник 5 дв., бензин, руль слева, 23 930 км",https://im.mashina.kg/tachka/images//5/b/2/5b28ab23d548431f88c1f5943220661c_240x180.jpg
Tesla Model 3,$ 55 000,"2020 г., автомат, седан, электро, руль слева, 15 000 км",https://im.mashina.kg/tachka/images//e/5/e/e5ef3ef1494156c2f98b41056005be07_240x180.jpg
Hyundai Sonata,$ 12 300,"2017 г., 2.4 л., автомат, седан, бензин, руль слева, 66 000 км",https://im.mashina.kg/tachka/images//9/e/e/9ee99623012d92bcc52b05a60ebc9c12_240x180.jpg
Mazda 323,$ 3 226,"2003 г., 2 л., механика, хэтчбек 5 дв., дизель, руль слева, 255 555 км",https://im.mashina.kg/tachka/images//3/2/0/320f1a80781561b589a74e4640af7786_240x180.jpg
Daewoo Nexia,$ 2 678,"2012 г., 1.5 л., механика, седан, бензин, руль слева, 148 652 км",https://im.mashina.kg/tachka/images//0/d/2/0d2dc3b6cccb42f9a4b9e08876d0f0f7_240x180.jpg
Mercedes-Benz E-класс,$ 8 800,"2000 г., 4.3 л., автомат, седан, бензин, руль слева, 205 000 км",https://im.mashina.kg/tachka/images//d/1/3/d135a5ffb1b5dc9d70904f6c2bb021e7_240x180.jpg
Toyota Mark II,$ 8 500,"2003 г., 2 л., автомат, седан, бензин, руль слева, 202 000 км",https://im.mashina.kg/tachka/images//c/2/1/c21a2e8fbfaa37eb1cdfcca8a43922a3_240x180.jpg
ВАЗ (Lada) 2107,$ 2 678,"2010 г., 1.6 л., механика, седан, бензин, руль слева, 40 000 км",https://im.mashina.kg/tachka/images//e/e/c/eec9ff61d1faf7ffd37de02674dfc169_240x180.jpg
Daewoo Damas,$ 2 069,"1996 г., 0.8 л., механика, микровэн, бензин, руль слева",https://im.mashina.kg/tachka/images//1/7/f/17f704208220317ddebfce5e1691429c_240x180.jpg
Daewoo Matiz,$ 1 887,"2001 г., 0.8 л., механика, хэтчбек 5 дв., бензин, руль слева, 258 172 км",https://im.mashina.kg/tachka/images//c/2/7/c273a111e1dd242d06da9ffdb652d74e_240x180.jpg
Toyota Land Cruiser,$ 34 500,"2008 г., 4.7 л., автомат, внедорожник 5 дв., бензин, руль слева",https://im.mashina.kg/tachka/images//4/7/c/47ce03480daece1004247c24d82e6db2_240x180.jpg
Honda Fit,$ 5 113,"2003 г., 1.3 л., вариатор, хэтчбек 5 дв., бензин, руль справа",https://im.mashina.kg/tachka/images//0/7/7/0772827027c87094d1cdb7b45d4783de_240x180.jpg
Nissan X-Trail,$ 7 800,"2002 г., 2 л., автомат, внедорожник 5 дв., бензин, руль слева, 189 900 км",https://im.mashina.kg/tachka/images//d/4/1/d41d2225e624a4540e72a0a02a4a2b7b_240x180.jpg
Mercedes-Benz S-класс,$ 9 500,"2000 г., 3.2 л., автомат, седан, дизель, руль слева, 375 000 км",https://im.mashina.kg/tachka/images//e/4/1/e419067761f8210009c569274901e34a_240x180.jpg
Volkswagen Vento,$ 2 998,"1993 г., 1.8 л., механика, седан, бензин, руль слева, 199 999 км",https://im.mashina.kg/tachka/images//b/f/f/bff1849df7562290c76c6ab1a506c3c1_240x180.jpg
Nissan Primera,$ 2 556,"1999 г., 2 л., механика, седан, бензин, руль слева, 381 885 км",https://im.mashina.kg/tachka/images//b/3/4/b34c18c4cb89998ed45e46cd1841c9b4_240x180.jpg
Kia Sportage,$ 15 000,"2013 г., 2 л., автомат, внедорожник 5 дв., дизель, руль слева, 215 000 км",https://im.mashina.kg/tachka/images//f/b/e/fbe427b17d494048e2b97139ba4a6dd8_240x180.jpg
Toyota Avalon,$ 23 000,"2017 г., 3.5 л., автомат, седан, бензин, руль слева, 76 000 км",https://im.mashina.kg/tachka/images//5/0/5/505997cd33a2c87427f16bff2a3e6900_240x180.jpg
Land Rover Range Rover Velar,$ 70 000,"2018 г., 3 л., автомат, внедорожник 5 дв., бензин, руль слева, 41 000 км",https://im.mashina.kg/tachka/images//1/2/5/12531f411c704d75b1561ae38a2e037e_240x180.jpg
Toyota Camry,$ 9 500,"2004 г., 3 л., автомат, седан, бензин, руль слева, 225 000 км",https://im.mashina.kg/tachka/images//4/1/9/4198a5caff614435d78579ac3186743a_240x180.jpg
Audi 100,$ 3 469,"1991 г., 2 л., механика, седан, бензин, руль слева, 500 000 км",https://im.mashina.kg/tachka/images//2/c/c/2cc3257d2bd8d42469d232fc1bdf6d10_240x180.jpg
Chery EQ5,$ 8 034,"2022 г., автомат, внедорожник 5 дв., электро, руль слева, 1 км",https://im.mashina.kg/tachka/images//3/9/d/39d982fa8ff2b91f478d7ff28f699058_240x180.jpg
Honda CR-V,$ 6 695,"2000 г., 2 л., автомат, внедорожник 5 дв., бензин, руль слева",https://im.mashina.kg/tachka/images//b/a/1/ba116653bf50bfa47e848c5717b4711b_240x180.jpg
Opel Astra,$ 1 522,"1992 г., 1.4 л., механика, универсал, бензин, руль слева, 280 000 км",https://im.mashina.kg/tachka/images//8/6/c/86cd12818b7bc8e2d01cdbcb16eb74e2_240x180.jpg
Mercedes-Benz E-класс,$ 7 304,"2001 г., 2.4 л., автомат, седан, бензин, руль слева, 300 000 км",https://im.mashina.kg/tachka/images//9/6/d/96d1db66133211236a8b2b5fcd038486_240x180.jpg
Daewoo Matiz,$ 1 826,"2003 г., 0.8 л., механика, хэтчбек 5 дв., бензин, руль слева, 250 000 км",https://im.mashina.kg/tachka/images//8/6/4/864e6cd28c451144367dc073f6be75ee_240x180.jpg
Mercedes-Benz E-класс,$ 12 500,"2000 г., 3.2 л., автомат, седан, бензин, руль слева, 160 000 км",https://im.mashina.kg/tachka/images//d/8/0/d808ac7b9a6a8adce80558ab55739a9a_240x180.jpg
Honda Jazz,$ 6 695,"2002 г., 1.3 л., механика, хэтчбек 5 дв., бензин, руль слева",https://im.mashina.kg/tachka/images//7/8/5/785c1fa9b5346bb894629397e1e52735_240x180.jpg
Cadillac Escalade,$ 25 000,"2009 г., 6.2 л., автомат, внедорожник 5 дв., бензин, руль слева, 98 000 км",https://im.mashina.kg/tachka/images//4/e/3/4e3534d0f44f8409d5cb18fbd76333ed_240x180.jpg
Lexus ES,$ 15 700,"2011 г., 3.5 л., автомат, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//2/e/2/2e25652397ff9f943db1a2376550b353_240x180.jpg
Mercedes-Benz V-класс,$ 38 500,"2015 г., 2.1 л., автомат, минивэн, дизель, руль слева, 232 000 км",https://im.mashina.kg/tachka/images//3/f/2/3f250ea47373d01bd2db2858c7b4c7ae_240x180.jpg
Mercedes-Benz GL-класс,$ 68 000,"2015 г., 3 л., автомат, внедорожник 5 дв., бензин, руль слева, 10 000 км",https://im.mashina.kg/tachka/images//1/2/0/120fb69d8795f79f20eaf0e21a8900b8_240x180.jpg
Mazda 626,$ 3 652,"1999 г., 2 л., механика, универсал, бензин, руль слева, 200 000 км",https://im.mashina.kg/tachka/images//d/e/d/ded5b67ab22468cfcd576c561182a8a7_240x180.jpg
Honda Fit,$ 5 850,"2002 г., 1.3 л., вариатор, хэтчбек 5 дв., бензин, руль справа, 228 000 км",https://im.mashina.kg/tachka/images//2/c/f/2cf52b5f69ffb25340b2a8d1ef82ba00_240x180.jpg
Honda Fit,$ 7 900,"2008 г., 1.3 л., вариатор, хэтчбек 5 дв., бензин, руль справа",https://im.mashina.kg/tachka/images//f/a/1/fa14a11032f9e8bd73f31eddadb5d7fb_240x180.jpg
Honda Fit,$ 7 900,"2008 г., 1.3 л., вариатор, хэтчбек 5 дв., бензин, руль справа, 150 000 км",https://im.mashina.kg/tachka/images//e/0/2/e0287fd2cfd7d2e62c7d3bcc48f4099d_240x180.jpg
Honda Fit,$ 5 850,"2002 г., 1.3 л., вариатор, хэтчбек 5 дв., бензин, руль справа, 228 000 км",https://im.mashina.kg/tachka/images//e/2/0/e201bf637489ab0f136a37c85dbfb562_240x180.jpg
Daewoo Matiz,$ 1 826,"2003 г., 0.8 л., механика, хэтчбек 5 дв., бензин, руль слева, 250 000 км",https://im.mashina.kg/tachka/images//9/1/b/91b5e1a5c416eb30a1b39d7dbe01e596_240x180.jpg
Honda Odyssey,$ 3 043,"1995 г., 2.3 л., автомат, минивэн, бензин, руль справа",https://im.mashina.kg/tachka/images//e/0/d/e0dffec4823939384300a477504a0cbc_240x180.jpg
Mercedes-Benz S-класс,$ 9 700,"2003 г., 5 л., автомат, седан, бензин, руль слева, 220 000 км",https://im.mashina.kg/tachka/images//2/0/f/20fbace7815fc74df2db1f522020992f_240x180.jpg
Toyota Estima,$ 10 800,"2008 г., 2.4 л., вариатор, минивэн, бензин, руль справа, 168 965 км",https://im.mashina.kg/tachka/images//f/3/0/f3073f2fae00cc6cf3a4cc664194d1b9_240x180.jpg
Toyota Camry,$ 10 700,"2005 г., 2.4 л., автомат, седан, бензин, руль слева, 280 000 км",https://im.mashina.kg/tachka/images//4/4/e/44e0a9c8c79fe55c459c6e259e529c0e_240x180.jpg
Audi A8,$ 8 500,"2004 г., 4.2 л., автомат, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//f/2/9/f29af54c5879c696b8264942d8307448_240x180.jpg
Toyota Avalon,$ 40 000,"2019 г., 2.5 л., вариатор, седан, гибрид, руль слева, 24 км",https://im.mashina.kg/tachka/images//c/1/8/c18758d596f37abba3baf5d2626d7625_240x180.jpg
Mercedes-Benz S-класс,$ 95 000,"2019 г., 3 л., автомат, седан, бензин, руль слева, 15 000 км",https://im.mashina.kg/tachka/images//6/9/5/695cd67bf1cfa64626e7589599a84bc7_240x180.jpg
Land Rover Range Rover,$ 160 000,"2020 г., 5 л., автомат, внедорожник 5 дв., бензин, руль слева, 1 500 км",https://im.mashina.kg/tachka/images//8/b/d/8bd6ca25b65bd52d3e316446e436c267_240x180.jpg
Lexus RX,$ 50 500,"2016 г., 3.5 л., автомат, внедорожник 5 дв., бензин, руль слева",https://im.mashina.kg/tachka/images//1/a/b/1ab3319fdeee97a9071e0d3d6fba2771_240x180.jpg
Nissan Cefiro,$ 6 000,"2002 г., 2 л., автомат, седан, бензин, руль справа, 265 000 км",https://im.mashina.kg/tachka/images//a/8/b/a8ba6ff44777189f22c8ebd72c330d5f_240x180.jpg
Daewoo Tico,$ 1 217,"1997 г., 0.8 л., механика, хэтчбек 5 дв., бензин, руль справа",https://im.mashina.kg/tachka/images//d/f/7/df7532f082c9cc23a05e0373daa262aa_240x180.jpg
Mercedes-Benz E-класс,$ 8 000,"2003 г., 2.7 л., автомат, седан, дизель, руль слева, 315 000 км",https://im.mashina.kg/tachka/images//b/4/1/b4182a8838625cc57cfdb04b0b331dfa_240x180.jpg
Mercedes-Benz E-класс,$ 5 700,"2000 г., 2.8 л., автомат, седан, бензин, руль слева, 423 000 км",https://im.mashina.kg/tachka/images//d/5/1/d51d8f99224c48a76314d3764963fe7f_240x180.jpg
Honda Fit,$ 6 000,"2005 г., 1.3 л., вариатор, хэтчбек 5 дв., бензин, руль справа",https://im.mashina.kg/tachka/images//9/4/7/947add61fac2e3c9e3394b7bb0954b6c_240x180.jpg
Daewoo Matiz,$ 2 313,"2006 г., 0.8 л., механика, хэтчбек 5 дв., бензин, руль слева, 158 995 км",https://im.mashina.kg/tachka/images//f/e/a/feabe4269e287ae8a678a8e5dd0ea4b3_240x180.jpg
Toyota Camry,$ 10 800,"2005 г., 3 л., автомат, седан, бензин, руль слева, 338 533 км",https://im.mashina.kg/tachka/images//c/8/d/c8d84747e572d61d951523ad9eecd7b7_240x180.jpg
Mercedes-Benz S-класс,$ 12 000,"2005 г., 5.5 л., автомат, седан, бензин, руль слева, 227 000 км",https://im.mashina.kg/tachka/images//d/a/6/da65dd08dbc20e28dce0a693b0406db5_240x180.jpg
Hyundai Avante,$ 13 000,"2016 г., 1.6 л., робот, седан, дизель, руль слева, 167 000 км",https://im.mashina.kg/tachka/images//9/1/b/91be795780a4382248fd4aecfe258346_240x180.jpg
Volkswagen Golf,$ 6 695,"2009 г., 1.9 л., робот, универсал, дизель, руль слева, 350 000 км",https://im.mashina.kg/tachka/images//b/0/8/b08ca2145da1fd21171fd9898c70681b_240x180.jpg
Toyota Avensis,$ 5 000,"2002 г., 2 л., механика, седан, дизель, руль слева, 22 600 км",https://im.mashina.kg/tachka/images//2/9/9/2995b7387355b8bddacc9d265f7c4f2a_240x180.jpg
Ford Mondeo,$ 3 652,"2002 г., 2 л., механика, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//3/0/6/3061eee1ee0f97e371262050677a9da0_240x180.jpg
Lexus GX,$ 23 000,"2006 г., 4.7 л., автомат, внедорожник 5 дв., бензин, руль слева",https://im.mashina.kg/tachka/images//8/a/0/8a0b595badcb0e3cb96684bf493c9b85_240x180.jpg
Volkswagen Jetta,$ 1 278,"1990 г., 1.8 л., механика, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//6/a/e/6aeed4825b7ed0976f30a771cb13aaf1_240x180.jpg
Mercedes-Benz 190 (W201),$ 1 461,"1988 г., 2 л., механика, седан, бензин, руль слева, 270 000 км",https://im.mashina.kg/tachka/images//8/3/f/83fb92bc1c81752756968a11a8101923_240x180.jpg
Daewoo Kalos,$ 3 890,"2004 г., 1.4 л., автомат, хэтчбек 5 дв., бензин, руль слева, 128 153 км",https://im.mashina.kg/tachka/images//a/e/3/ae3891bd73e619b008bb174d09f65000_240x180.jpg
Honda CR-V,$ 9 495,"2003 г., 2 л., автомат, внедорожник 5 дв., бензин, руль справа, 208 000 км",https://im.mashina.kg/tachka/images//8/0/5/805b0ebb0d89ce62662380dc970bfac6_240x180.jpg
Daewoo Lacetti,$ 4 260,"2008 г., 1.6 л., механика, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//3/6/8/36844433b840a8617fa43ebcb194e193_240x180.jpg
Toyota Camry,$ 26 500,"2017 г., 2.5 л., автомат, седан, бензин, руль слева, 77 123 км",https://im.mashina.kg/tachka/images//0/4/5/0453035aea4b727f4cf6ecfc1280881f_240x180.jpg
Toyota Vellfire,$ 18 800,"2009 г., 3.5 л., автомат, минивэн, бензин, руль справа, 139 000 км",https://im.mashina.kg/tachka/images//6/1/4/614fd657207d45a971e5128e4c25d4a1_240x180.jpg
Opel Vectra,$ 1 826,"1994 г., 1.6 л., механика, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//d/5/7/d572f0a3ed3e49953a7f33212fa0f66f_240x180.jpg
Honda Accord,$ 6 800,"2002 г., 2 л., автомат, седан, бензин, руль справа",https://im.mashina.kg/tachka/images//5/d/d/5dd448bafbf50daedb927128e2a61cc7_240x180.jpg
Hyundai Sonata,$ 13 900,"2017 г., автомат, седан, газ, руль слева, 200 000 км",https://im.mashina.kg/tachka/images//b/8/4/b84fe15c28aefc0ad1586342db7c314b_240x180.jpg
BMW 5 Серия,$ 11 000,"2003 г., 2.5 л., автомат, седан, бензин, руль слева, 128 000 км",https://im.mashina.kg/tachka/images//6/2/6/6261158e510790976225177f0366a8c3_240x180.jpg
Toyota Camry,$ 31 000,"2018 г., 2.5 л., вариатор, седан, гибрид, руль слева, 26 000 км",https://im.mashina.kg/tachka/images//7/0/3/70348742eaffa1a9ee64a89163e3441a_240x180.jpg
Daewoo Nexia,$ 1 887,"2003 г., 1.5 л., механика, седан, бензин, руль слева, 300 000 км",https://im.mashina.kg/tachka/images//8/b/5/8b569d87fbbf6621e738e053aceba018_240x180.jpg
ВАЗ (Lada) 2107,$ 4 626,"2011 г., 1.6 л., механика, седан, бензин, руль слева, 21 000 км",https://im.mashina.kg/tachka/images//d/4/f/d4f3ea45d831ee0730ef45f60a61fb58_240x180.jpg
Toyota Camry,$ 17 500,"2012 г., 3.5 л., автомат, седан, бензин, руль слева, 100 000 км",https://im.mashina.kg/tachka/images//3/5/6/35682b388c512f2ab79fd3630ab2b6ba_240x180.jpg
ВАЗ (Lada) 2107,$ 1 582,"2002 г., 1.6 л., механика, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//6/7/c/67c7ccb511537f5fb91da5d746e65b00_240x180.jpg
Mercedes-Benz E-класс,$ 8 500,"2002 г., 2.6 л., автомат, седан, бензин, руль слева, 250 000 км",https://im.mashina.kg/tachka/images//4/3/8/4383331dc0692346d91c1bf6708ad8a7_240x180.jpg
ВАЗ (Lada) 2107,$ 2 313,"2010 г., 1.6 л., механика, седан, бензин, руль слева, 160 000 км",https://im.mashina.kg/tachka/images//e/5/9/e59ad63c0e28df8563cd92edaf21b91b_240x180.jpg
Toyota Carina,$ 3 165,"1994 г., 1.6 л., механика, хэтчбек 5 дв., бензин, руль слева, 320 000 км",https://im.mashina.kg/tachka/images//7/5/b/75b8e0d9669a42c2cf4aad7013db1844_240x180.jpg
Kia Rio,$ 7 900,"2014 г., 1.6 л., автомат, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//4/d/c/4dcb9188344e8ae1a0ab5a6632773703_240x180.jpg
Kia Sorento,$ 21 000,"2016 г., 2 л., автомат, внедорожник 5 дв., дизель, руль слева, 18 000 км",https://im.mashina.kg/tachka/images//c/7/f/c7f077f1e174cfa25f4ef5dc9d483a89_240x180.jpg
ВАЗ (Lada) 2107,$ 2 678,"2010 г., 1.6 л., механика, седан, бензин, руль слева, 100 001 км",https://im.mashina.kg/tachka/images//a/5/9/a5999df1733e2e303a00f022e145eb4e_240x180.jpg
Audi A6,$ 5 478,"1994 г., 2.6 л., механика, седан, бензин, руль слева, 430 000 км",https://im.mashina.kg/tachka/images//2/8/a/28a8893ea4c9af06d2dc2fcfa040c2da_240x180.jpg
Mercedes-Benz S-класс,$ 16 500,"2007 г., 5.5 л., автомат, седан, бензин, руль слева, 280 000 км",https://im.mashina.kg/tachka/images//8/b/8/8b8f1206ea134b37819b9cd3fd30e9ac_240x180.jpg
Lexus ES,$ 25 500,"2014 г., 2.5 л., вариатор, седан, гибрид, руль слева, 119 000 км",https://im.mashina.kg/tachka/images//1/7/f/17f704208220317ddebfce5e1691429c_240x180.jpg
Mercedes-Benz W124,$ 2 800,"1987 г., 2.3 л., механика, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//2/f/e/2fe4d44a57ad91eda11df1d0022b0286_240x180.jpg
BMW X5,$ 48 500,"2015 г., 3 л., автомат, внедорожник 5 дв., бензин, руль слева, 65 000 км",https://im.mashina.kg/tachka/images//7/e/4/7e4b431ecbe04599890ab219a990d905_240x180.jpg
Volkswagen Passat,$ 3 043,"1998 г., 1.6 л., механика, универсал, бензин, руль слева, 250 000 км",https://im.mashina.kg/tachka/images//f/b/7/fb7abce85db9255a937b6b8fc4f7a0c3_240x180.jpg
Mazda Demio,$ 4 800,"2003 г., 1.5 л., автомат, хэтчбек 5 дв., бензин, руль справа, 230 000 км",https://im.mashina.kg/tachka/images//c/2/3/c23a829f97ed1e288d3d86f0b5e8686d_240x180.jpg
Daewoo Matiz,$ 1 948,"2002 г., 0.8 л., механика, хэтчбек 5 дв., бензин, руль слева, 202 404 км",https://im.mashina.kg/tachka/images//e/2/2/e221be7c43cda04979cead1815b5da00_240x180.jpg
Audi A6,$ 4 260,"1995 г., 2.3 л., механика, универсал, бензин, руль слева, 200 000 км",https://im.mashina.kg/tachka/images//4/f/7/4f7a3fb4dd1d21e81cc7482fd794d5ac_240x180.jpg
Toyota Camry,$ 18 000,"2016 г., 2.5 л., автомат, седан, бензин, руль слева, 120 000 км",https://im.mashina.kg/tachka/images//c/2/e/c2e64ecb8248fcb7250fcfd9fda1e4b6_240x180.jpg
Toyota Camry,$ 4 400,"1997 г., 2.5 л., автомат, универсал, бензин, руль справа, 380 000 км",https://im.mashina.kg/tachka/images//f/c/0/fc06aaf1ff5a5549ba71673643967b6e_240x180.jpg
Nissan Maxima,$ 4 260,"2000 г., 3 л., автомат, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//6/3/8/6389cf2356468125fa36f09702123a72_240x180.jpg
Honda Fit,$ 11 000,"2010 г., 1.5 л., вариатор, хэтчбек 5 дв., бензин, руль слева, 141 500 км",https://im.mashina.kg/tachka/images//5/e/d/5ed88277deff52edf4c3f62b5a083724_240x180.jpg
ВАЗ (Lada) 2107,$ 1 704,"2004 г., 1.6 л., механика, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//6/9/b/69bcd6f4a33755fae628e5b7fb4b21e8_240x180.jpg
Lexus GX,$ 27 500,"2007 г., 4.7 л., автомат, внедорожник 5 дв., бензин, руль слева",https://im.mashina.kg/tachka/images//d/2/a/d2abbeca3e79d845cd8ebd32d6eeb2c1_240x180.jpg
Lexus GX,$ 29 000,"2007 г., 4.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 177 200 км",https://im.mashina.kg/tachka/images//1/7/f/17f704208220317ddebfce5e1691429c_240x180.jpg
Isuzu MU,$ 6 300,"2000 г., 3 л., автомат, внедорожник, дизель, руль справа, 309 059 км",https://im.mashina.kg/tachka/images//4/f/3/4f3cdb7baa94fbd6fe146ba171036c47_240x180.jpg
Hyundai Sonata,$ 13 000,"2015 г., 2 л., автомат, седан, бензин, руль слева, 63 000 км",https://im.mashina.kg/tachka/images//c/e/8/ce8d8c1eeb3cd455145d7028fae617c4_240x180.jpg
Audi A4,$ 2 921,"1998 г., 1.6 л., механика, седан, бензин, руль слева, 313 000 км",https://im.mashina.kg/tachka/images//1/7/f/17f704208220317ddebfce5e1691429c_240x180.jpg
Chevrolet Lacetti,$ 4 017,"2008 г., 1.6 л., механика, седан, бензин, руль слева, 310 000 км",https://im.mashina.kg/tachka/images//f/f/8/ff8e807f77634fe0a97248afa95bc662_240x180.jpg
Toyota Camry,$ 9 500,"2003 г., 2.4 л., автомат, седан, бензин, руль справа, 250 000 км",https://im.mashina.kg/tachka/images//1/e/f/1efe4e9dbc9d80543e71249ce4f47db3_240x180.jpg
Hyundai Getz,$ 4 100,"2004 г., 1.3 л., механика, хэтчбек 5 дв., бензин, руль слева, 207 306 км",https://im.mashina.kg/tachka/images//7/4/8/748267e18b54fca45c239786f17a113d_240x180.jpg
ВАЗ (Lada) 2107,$ 2 191,"2006 г., 1.6 л., механика, седан, бензин, руль слева, 89 000 км",https://im.mashina.kg/tachka/images//6/c/4/6c4a8895aacdd6ac66c61245ba015073_240x180.jpg
Toyota Land Cruiser Prado,$ 17 000,"2003 г., 3 л., автомат, внедорожник 5 дв., дизель, руль слева, 303 000 км",https://im.mashina.kg/tachka/images//9/1/0/910633ff8723836e52557cabff2bb38d_240x180.jpg
Audi A4,$ 4 626,"2001 г., 2 л., вариатор, седан, бензин, руль слева, 274 957 км",https://im.mashina.kg/tachka/images//7/b/f/7bf5bd281681bc3af4b4aec9bd9a4f99_240x180.jpg
Subaru Outback,$ 9 000,"2004 г., 2.5 л., автомат, универсал, бензин, руль справа, 190 000 км",https://im.mashina.kg/tachka/images//5/9/7/597a028e242580b58b1c29270e022f07_240x180.jpg
BYD E5,$ 13 000,"2018 г., автомат, седан, электро, руль слева, 79 655 км",https://im.mashina.kg/tachka/images//0/0/e/00e1b87a34a781b0a2872ecb1c6c1fa9_240x180.jpg
Toyota Alphard,$ 10 000,"2005 г., 2.4 л., автомат, минивэн, бензин, руль слева",https://im.mashina.kg/tachka/images//8/8/d/88d5ffe1477012cb88ee72293bb7b807_240x180.jpg
Lexus GX,$ 36 500,"2010 г., 4.6 л., автомат, внедорожник 5 дв., бензин, руль слева, 164 000 км",https://im.mashina.kg/tachka/images//e/f/1/ef1874b866a46e1ba4024a031bf55f4e_240x180.jpg
Volkswagen Passat CC,$ 16 433,"2012 г., 1.8 л., робот, седан, бензин, руль слева, 120 000 км",https://im.mashina.kg/tachka/images//3/8/3/38375efd554837164368bcee039c712f_240x180.jpg
ВАЗ (Lada) 2107,$ 1 096,"2003 г., 1.7 л., механика, седан, бензин, руль слева, 123 456 км",https://im.mashina.kg/tachka/images//e/d/e/ede0991220c934002043908e7580b9a6_240x180.jpg
Honda CR-V,$ 8 500,"2000 г., 2 л., автомат, внедорожник 5 дв., бензин, руль справа",https://im.mashina.kg/tachka/images//f/7/6/f762268e4e625f3dacb5594b39150463_240x180.jpg
Daewoo Matiz,$ 2 252,"2005 г., 0.8 л., механика, хэтчбек 5 дв., бензин, руль слева, 173 070 км",https://im.mashina.kg/tachka/images//3/f/b/3fb70e2501abec6a60a15e6938b90a75_240x180.jpg
Nissan Serena,$ 3 895,"2000 г., 2 л., вариатор, минивэн, бензин, руль слева, 252 800 км",https://im.mashina.kg/tachka/images//9/0/9/909bbac4ad1a4cee1260434116274232_240x180.jpg
Lexus RX,$ 26 000,"2012 г., 3.5 л., автомат, внедорожник 5 дв., бензин, руль слева, 155 687 км",https://im.mashina.kg/tachka/images//b/0/4/b04805305c7d365858d8983e3488f70e_240x180.jpg
Kia K5 I Седан,$ 12 000,"2012 г., 2 л., автомат, седан, бензин, руль слева, 230 000 км",https://im.mashina.kg/tachka/images//d/2/2/d22552009b021db19462e883c54fd483_240x180.jpg
Daewoo Matiz,$ 3 165,"2008 г., 0.8 л., механика, хэтчбек 5 дв., бензин, руль слева, 150 000 км",https://im.mashina.kg/tachka/images//1/7/f/17f704208220317ddebfce5e1691429c_240x180.jpg
Lexus GX,$ 25 000,"2006 г., 4.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 187 000 км",https://im.mashina.kg/tachka/images//b/0/7/b07e68616b5a4f464c1fbca7e8ad8d8f_240x180.jpg
ВАЗ (Lada) 2106,$ 1 948,"2001 г., 1.6 л., механика, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//1/7/f/17f704208220317ddebfce5e1691429c_240x180.jpg
